Title,Restaurant,Menu,Category,Description,Price,Status,Action,# Sides,Side:Cost(Choose #),Size(Choose 1),Options:Cost(Choose 1),Additional options(Choose 1),Additional options(Choose 1),Add-ons:Cost (Choose Any),Temp (Choose 1)
"Sausage, Egg, & Cheese",City Bagel Cafe,Breakfast & Lunch,Breakfast Bagels,"Sausage, Egg, & Cheese on your choice of bagel.",4.75,Active,"Activate, Deactivate, Feature, Edit",0,,,"Spinach and Cheddar, Jalapeno and Cheddar, Asiago Cheese, Red Pepper Parmesan, Specialty Bagel, Sesame, Poppy Seed, Everything Bagel, Onion, Cinnamon Raisin, Cinnamon Sugar, Whole Wheat, Honey, Focaccia, Italian Roll, Plain","American, Pepper Jack, Cheddar, Mozzarella",,"Bacon:1.50, Sausage:1.50, Ham:1.50, Turkey:1.50, American:0.75, Pepper Jack:0.75, Cheddar:0.75, Mozzarella:0.75, Spinach:0.75, Tomato:0.75, Cucumber:0.75, Black Olives:0.75, Green Peppers:0.75, Onion:0.75, Capers:0.75, Mushrooms:0.75, Jalapenos:0.80",
Ham & Egg,City Bagel Cafe,Breakfast & Lunch,Breakfast Bagels,Ham & Egg on your choice of bagel.,4.00,Active,"Activate, Deactivate, Feature, Edit",0,,,"Spinach and Cheddar, Jalapeno and Cheddar, Asiago Cheese, Red Pepper Parmesan, Specialty Bagel, Sesame, Poppy Seed, Everything Bagel, Onion, Cinnamon Raisin, Cinnamon Sugar, Whole Wheat, Honey, Focaccia, Italian Roll, Plain",,,"Bacon:1.50, Sausage:1.50, Ham:1.50, Turkey:1.50, American:0.75, Pepper Jack:0.75, Cheddar:0.75, Mozzarella:0.75, Spinach:0.75, Tomato:0.75, Cucumber:0.75, Black Olives:0.75, Green Peppers:0.75, Onion:0.75, Capers:0.75, Mushrooms:0.75, Jalapenos:0.81",
"Ham, Egg, & Cheese",City Bagel Cafe,Breakfast & Lunch,Breakfast Bagels,"Ham, Egg, & Cheese on your choice of bagel.",4.75,Active,"Activate, Deactivate, Feature, Edit",0,,,"Spinach and Cheddar, Jalapeno and Cheddar, Asiago Cheese, Red Pepper Parmesan, Specialty Bagel, Sesame, Poppy Seed, Everything Bagel, Onion, Cinnamon Raisin, Cinnamon Sugar, Whole Wheat, Honey, Focaccia, Italian Roll, Plain","American, Pepper Jack, Cheddar, Mozzarella",,"Bacon:1.50, Sausage:1.50, Ham:1.50, Turkey:1.50, American:0.75, Pepper Jack:0.75, Cheddar:0.75, Mozzarella:0.75, Spinach:0.75, Tomato:0.75, Cucumber:0.75, Black Olives:0.75, Green Peppers:0.75, Onion:0.75, Capers:0.75, Mushrooms:0.75, Jalapenos:0.82",
Bacon & Cheese,City Bagel Cafe,Breakfast & Lunch,Breakfast Bagels,Bacon & Cheese on your choice of bagel.,4.00,Active,"Activate, Deactivate, Feature, Edit",0,,,"Spinach and Cheddar, Jalapeno and Cheddar, Asiago Cheese, Red Pepper Parmesan, Specialty Bagel, Sesame, Poppy Seed, Everything Bagel, Onion, Cinnamon Raisin, Cinnamon Sugar, Whole Wheat, Honey, Focaccia, Italian Roll, Plain","American, Pepper Jack, Cheddar, Mozzarella",,"Bacon:1.50, Sausage:1.50, Ham:1.50, Turkey:1.50, American:0.75, Pepper Jack:0.75, Cheddar:0.75, Mozzarella:0.75, Spinach:0.75, Tomato:0.75, Cucumber:0.75, Black Olives:0.75, Green Peppers:0.75, Onion:0.75, Capers:0.75, Mushrooms:0.75, Jalapenos:0.83",
Veggie & Egg,City Bagel Cafe,Breakfast & Lunch,Breakfast Bagels,Veggie & Egg on your choice of bagel.,3.50,Active,"Activate, Deactivate, Feature, Edit",0,,,"Spinach and Cheddar, Jalapeno and Cheddar, Asiago Cheese, Red Pepper Parmesan, Specialty Bagel, Sesame, Poppy Seed, Everything Bagel, Onion, Cinnamon Raisin, Cinnamon Sugar, Whole Wheat, Honey, Focaccia, Italian Roll, Plain",,,"Bacon:1.50, Sausage:1.50, Ham:1.50, Turkey:1.50, American:0.75, Pepper Jack:0.75, Cheddar:0.75, Mozzarella:0.75, Spinach:0.75, Tomato:0.75, Cucumber:0.75, Black Olives:0.75, Green Peppers:0.75, Onion:0.75, Capers:0.75, Mushrooms:0.75, Jalapenos:0.84",
"Veggie, Egg, & Cheese",City Bagel Cafe,Breakfast & Lunch,Breakfast Bagels,"Veggie, Egg, & Cheese on your choice of bagel.",4.25,Active,"Activate, Deactivate, Feature, Edit",0,,,"Spinach and Cheddar, Jalapeno and Cheddar, Asiago Cheese, Red Pepper Parmesan, Specialty Bagel, Sesame, Poppy Seed, Everything Bagel, Onion, Cinnamon Raisin, Cinnamon Sugar, Whole Wheat, Honey, Focaccia, Italian Roll, Plain","American, Pepper Jack, Cheddar, Mozzarella",,"Bacon:1.50, Sausage:1.50, Ham:1.50, Turkey:1.50, American:0.75, Pepper Jack:0.75, Cheddar:0.75, Mozzarella:0.75, Spinach:0.75, Tomato:0.75, Cucumber:0.75, Black Olives:0.75, Green Peppers:0.75, Onion:0.75, Capers:0.75, Mushrooms:0.75, Jalapenos:0.85",
Garden Salad,City Bagel Cafe,Breakfast & Lunch,City Salads,"Spring mix, cherry tomatoes, cucumbers, and carrots.",6.95,Active,"Activate, Deactivate, Feature, Edit",0,,,"Caesar, Greek, Ranch, Balsamic Vinaigrette
",,,,
Caesar Salad,City Bagel Cafe,Breakfast & Lunch,City Salads,"Romaine, parmesan cheese, and croutons.",6.95,Active,"Activate, Deactivate, Feature, Edit",0,,,"Caesar, Greek, Ranch, Balsamic Vinaigrette
",,,,
Greek Salad,City Bagel Cafe,Breakfast & Lunch,City Salads,"Romaine, cucumber, cherry tomato, pepperoncini, and Feta cheese.",6.95,Active,"Activate, Deactivate, Feature, Edit",0,,,"Caesar, Greek, Ranch, Balsamic Vinaigrette
",,,,
Chicken Salad Scoop Plate,City Bagel Cafe,Breakfast & Lunch,City Salads,"Served on a lettuce leaf with tomato, cucumber, avocado, egg, and black olives.",7.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Tuna Salad Scoop Plate,City Bagel Cafe,Breakfast & Lunch,City Salads,"Served on a lettuce leaf with tomato, cucumber, avocado, egg, and black olives.",7.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Pimento & Cheese Scoop Plate,City Bagel Cafe,Breakfast & Lunch,City Salads,"Served on a lettuce leaf with tomato, cucumber, avocado, egg, and black olives.",7.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Coffee,City Bagel Cafe,Breakfast & Lunch,Coffee & Tea,Hot Coffee,2.25,Active,"Activate, Deactivate, Feature, Edit",0,,,"Hot, Iced",,,"Vanilla:1.00, Sugar Free Vanilla:1.00, Caramel:1.00, Sugar Free Caramel:1.00, Hazelnut:1.00, Seasonal:1.00, Milk:0.50",
Cold Brew,City Bagel Cafe,Breakfast & Lunch,Coffee & Tea,Cold Brew,3.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Vanilla:1.00, Sugar Free Vanilla:1.00, Caramel:1.00, Sugar Free Caramel:1.00, Hazelnut:1.00, Seasonal:1.00, Milk:0.51",
Americano,City Bagel Cafe,Breakfast & Lunch,Coffee & Tea,Americano,2.27,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Vanilla:1.00, Sugar Free Vanilla:1.00, Caramel:1.00, Sugar Free Caramel:1.00, Hazelnut:1.00, Seasonal:1.00, Milk:0.52",
Cappuccino,City Bagel Cafe,Breakfast & Lunch,Coffee & Tea,Cappuccino,3.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Vanilla:1.00, Sugar Free Vanilla:1.00, Caramel:1.00, Sugar Free Caramel:1.00, Hazelnut:1.00, Seasonal:1.00, Milk:0.53",
Mocha,City Bagel Cafe,Breakfast & Lunch,Coffee & Tea,Mocha,4.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Vanilla:1.00, Sugar Free Vanilla:1.00, Caramel:1.00, Sugar Free Caramel:1.00, Hazelnut:1.00, Seasonal:1.00, Milk:0.54",
Espresso,City Bagel Cafe,Breakfast & Lunch,Coffee & Tea,Espresso,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Vanilla:1.00, Sugar Free Vanilla:1.00, Caramel:1.00, Sugar Free Caramel:1.00, Hazelnut:1.00, Seasonal:1.00, Milk:0.55",
Café au lait,City Bagel Cafe,Breakfast & Lunch,Coffee & Tea,Café au lait,3.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Vanilla:1.00, Sugar Free Vanilla:1.00, Caramel:1.00, Sugar Free Caramel:1.00, Hazelnut:1.00, Seasonal:1.00, Milk:0.56",
Latte,City Bagel Cafe,Breakfast & Lunch,Coffee & Tea,Latte,3.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Vanilla:1.00, Sugar Free Vanilla:1.00, Caramel:1.00, Sugar Free Caramel:1.00, Hazelnut:1.00, Seasonal:1.00, Milk:0.57",
Celestial Seasonings Tea,City Bagel Cafe,Breakfast & Lunch,Coffee & Tea,Celestial Seasonings Tea,1.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Vanilla:1.00, Sugar Free Vanilla:1.00, Caramel:1.00, Sugar Free Caramel:1.00, Hazelnut:1.00, Seasonal:1.00, Milk:0.58",
Chai Tea Latte,City Bagel Cafe,Breakfast & Lunch,Coffee & Tea,Chai Tea Latte,4.75,Active,"Activate, Deactivate, Feature, Edit",0,,,"Hot, Iced",,,"Vanilla:1.00, Sugar Free Vanilla:1.00, Caramel:1.00, Sugar Free Caramel:1.00, Hazelnut:1.00, Seasonal:1.00, Milk:0.59",
Muffins,City Bagel Cafe,Breakfast & Lunch,Desserts,Muffins,2.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Energy Bar,City Bagel Cafe,Breakfast & Lunch,Desserts,Energy Bar,3.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Brownie,City Bagel Cafe,Breakfast & Lunch,Desserts,Brownie,3.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Strawberry,City Bagel Cafe,Breakfast & Lunch,Fresh Fruit Smoothies,Strawberry smoothie,5.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Banana,City Bagel Cafe,Breakfast & Lunch,Fresh Fruit Smoothies,Banana smoothie,5.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Strawberry Banana,City Bagel Cafe,Breakfast & Lunch,Fresh Fruit Smoothies,Strawberry Banana smoothie,5.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Peach,City Bagel Cafe,Breakfast & Lunch,Fresh Fruit Smoothies,Peach smoothie,5.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Banana,City Bagel Cafe,Breakfast & Lunch,Side Items,Banana,0.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Yogurt,City Bagel Cafe,Breakfast & Lunch,Side Items,Yogurt,2.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Pickle Spear,City Bagel Cafe,Breakfast & Lunch,Side Items,Pickle Spear,0.35,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Zapps Chips,City Bagel Cafe,Breakfast & Lunch,Side Items,Zapps Chips,1.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Marinated Olives,City Bagel Cafe,Breakfast & Lunch,Side Items,Marinated Olives,3.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Black Bean & Corn Salad,City Bagel Cafe,Breakfast & Lunch,Side Items,Black Bean & Corn Salad,2.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Pasta Salad,City Bagel Cafe,Breakfast & Lunch,Side Items,Pasta Salad,2.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Fruit Salad,City Bagel Cafe,Breakfast & Lunch,Side Items,Fruit Salad,2.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Pimento & Cheese,City Bagel Cafe,Breakfast & Lunch,Side Items,Pimento & Cheese,2.75,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Garlic Baked Bread,City Bagel Cafe,Italian Night,Antipasti (Appetizers),House-made focaccia bread with garlic parmesan.,4.50,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Marinated Olives,City Bagel Cafe,Italian Night,Antipasti (Appetizers),Spanish olives marinated in roasted garlic and olive oil.,4.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Jive Turkey,City Bagel Cafe,Italian Night,City Sandwiches,"Turkey, pepper jack cheese, lettuce, tomato, bacon, avocado and chipotle mayo. Served on daily bread selection.",10.00,Active,"Activate, Deactivate, Feature, Edit",0,,,"Spinach and Cheddar, Jalapeno and Cheddar, Asiago Cheese, Red Pepper Parmesan, Specialty Bagel, Sesame, Poppy Seed, Everything Bagel, Onion, Cinnamon Raisin, Cinnamon Sugar, Whole Wheat, Honey, Focaccia, Italian Roll, Plain",,,"Regular Mayo, Chipotle Mayo, Pesto, Yellow Mustard, Honey Mustard, Creole Mustard",
Veggie Burger,City Bagel Cafe,Italian Night,City Sandwiches,"Vegetarian patty, mozzarella, lettuce, tomato, and mayo. Served on daily bread selection.",8.95,Active,"Activate, Deactivate, Feature, Edit",0,,,"Spinach and Cheddar, Jalapeno and Cheddar, Asiago Cheese, Red Pepper Parmesan, Specialty Bagel, Sesame, Poppy Seed, Everything Bagel, Onion, Cinnamon Raisin, Cinnamon Sugar, Whole Wheat, Honey, Focaccia, Italian Roll, Plain",,,"Regular Mayo, Chipotle Mayo, Pesto, Yellow Mustard, Honey Mustard, Creole Mustard",
Muffuletta,City Bagel Cafe,Italian Night,City Sandwiches,"Pastrami, salami, pepperoni, and
mozzarella with olive salad. Served on daily bread selection.",10.00,Active,"Activate, Deactivate, Feature, Edit",0,,,"Spinach and Cheddar, Jalapeno and Cheddar, Asiago Cheese, Red Pepper Parmesan, Specialty Bagel, Sesame, Poppy Seed, Everything Bagel, Onion, Cinnamon Raisin, Cinnamon Sugar, Whole Wheat, Honey, Focaccia, Italian Roll, Plain",,,"Regular Mayo, Chipotle Mayo, Pesto, Yellow Mustard, Honey Mustard, Creole Mustard",
Chicken Pesto,City Bagel Cafe,Italian Night,Hand Tossed Pizza,"Roasted chicken, caramelized onion, bacon, pesto sauce.",11.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Italian Sausage:1.50, Add Pepperoni:1.50",
Greek,City Bagel Cafe,Italian Night,Hand Tossed Pizza,"Roasted red peppers, artichokes, kalamata olives and feta cheese.",11.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:1.50, Add Italian Sausage:1.50, Add Pepperoni:1.51",
4 Cheese,City Bagel Cafe,Italian Night,Hand Tossed Pizza,"Mozzarella, gorgonzola, gouda, parmesan, tomato
sauce.",11.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:1.50, Add Italian Sausage:1.50, Add Pepperoni:1.52",
Classic Margherita,City Bagel Cafe,Italian Night,Hand Tossed Pizza,"Fresh mozzarella, tomato sauce, basil.",11.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:1.50, Add Italian Sausage:1.50, Add Pepperoni:1.53",
Veggie,City Bagel Cafe,Italian Night,Hand Tossed Pizza,"Bell pepper, onion, mushroom, tomato sauce.",11.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:1.50, Add Italian Sausage:1.50, Add Pepperoni:1.54",
Pepperoni,City Bagel Cafe,Italian Night,Hand Tossed Pizza,"Pepperoni, mozzarella, tomato sauce.",11.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:1.50, Add Italian Sausage:1.50",
Caesar Salad,City Bagel Cafe,Italian Night,Insalate (Salads),"Romaine heart, Parmesan cheese, croutons, Caesar dressing.",6.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:4.95, Add Shrimp:4.95",
City Cobb,City Bagel Cafe,Italian Night,Insalate (Salads),"Chopped romaine, cucumber, cherry tomato, feta cheese, avocado, egg, kalamata olives tossed with buttermilk dressing and everything bagel seasonings.",11.95,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,"Add Chicken:4.95, Add Shrimp:4.96",
Garden Salad,City Bagel Cafe,Italian Night,Insalate (Salads),"Spring mix, Cherry tomatoes, cucumbers and carrots choice of Ceasar, Greek, Ranch or Balsamic vinaigrette.",6.95,Active,"Activate, Deactivate, Feature, Edit",0,,,"Ceasar, Greek, Ranch, Balsamic Vinaigrette",,,"Add Chicken:4.95, Add Shrimp:4.97",
Kid's Pasta,City Bagel Cafe,Italian Night,Kid's Menu,"Penne pasta with choice of sauce: Butter and Parmesan, Alfredo, Marinara, or Pesto.",5.00,Active,"Activate, Deactivate, Feature, Edit",0,,,"Butter and Parmesan, Alfredo, Marinara, Pesto",,,,
Spaghetti,City Bagel Cafe,Italian Night,Pasta,"Traditional pasta with parmesan, butter and choice of Marinara or Cream or Both",11.00,Active,"Activate, Deactivate, Feature, Edit",0,,,"Marinara Sauce, Cream Sauce, Both",,,,
Shrimp Scampi Spaghetti,City Bagel Cafe,Italian Night,Pasta,Shrimp sautéed in a white wine garlic sauce with roasted tomatoes and capers.,16.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Penne Chicken Pesto,City Bagel Cafe,Italian Night,Pasta,"Marinated chicken breast, caramelized onions, pesto basil in a parmesan cream sauce.",13.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Fettuccini Alfredo,City Bagel Cafe,Italian Night,Pasta,Fettuccini in a smoked gouda and parmesan cream sauce.,11.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Cajun Spaghetti,City Bagel Cafe,Italian Night,Pasta,"Sautéed green bell peppers, roma tomatoes, garlic house-made Cajun spice, in a parmesan cream sauce.",11.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Baked Penne with Meatballs,City Bagel Cafe,Italian Night,Pasta,"Penne, house-made meatballs, marinara, mozzarella, and parmesan cheese.",15.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Mediterranean Pasta,City Bagel Cafe,Italian Night,Pasta,"Penne pasta with shrimp, artichokes, fresh spinach, sun-dried tomatoes and Greek olives in a white wine garlic sauce, finished with parmesan and feta cheese",16.00,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Chicken Fettuccini Alfredo,Gondolier Italian Restaurant and Pizza,Dinner,Alfredo Dishes,"Our award-winning Alfredo sauce topped with marinated grilled chicken breast served with fettucine noodles. *Choice of House Salad, Caesar Salad, or Soup*",13.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
Chicken Tortellini,Gondolier Italian Restaurant and Pizza,Dinner,Alfredo Dishes,"Beef, cheese or combo stuffed noodles. *Choice of House Salad, Caesar Salad, or Soup*",15.49,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
Fettuccini Alfredo,Gondolier Italian Restaurant and Pizza,Dinner,Alfredo Dishes,"Our creamy, homemade parmesan sauce tossed with fettucine noodles. *Choice of House Salad, Caesar Salad, or Soup*",11.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
Shrimp Fettuccini Alfredo,Gondolier Italian Restaurant and Pizza,Dinner,Alfredo Dishes,"Grilled shrimp tossed in our homemade Alfredo sauce with fettucine noodles. *Choice of House Salad, Caesar Salad, or Soup*",15.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
Bruschette,Gondolier Italian Restaurant and Pizza,Dinner,Appetizers,"Garlic bread topped with tomatoes, olive oil, herbs and mozzarella.",7.29,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Calamari,Gondolier Italian Restaurant and Pizza,Dinner,Appetizers,Tender squid lightly breaded and fried. Served with marinara and lemon.,8.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Combo Platter,Gondolier Italian Restaurant and Pizza,Dinner,Appetizers,"Mozzarella sticks, chicken fingers, fried pickles, fried mushrooms ",12.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Fried Mushrooms,Gondolier Italian Restaurant and Pizza,Dinner,Appetizers,Beer battered and served with horseradish sauce. ,7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Fried Pickles,Gondolier Italian Restaurant and Pizza,Dinner,Appetizers,"Hand breaded, in-house specialty. Served with ranch.",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Mozzarella Sticks,Gondolier Italian Restaurant and Pizza,Dinner,Appetizers,"Fried golden brown, served with marinara sauce.",6.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Spanakopita,Gondolier Italian Restaurant and Pizza,Dinner,Appetizers,"A Greek classic! Made with layers of phyllo dough, spinach, onions and feta cheese. Served with tzatziki sauce. Opa!!!",7.99,Active,"Activate, Deactivate, Feature, Edit",0,,,,,,,
Wings,Gondolier Italian Restaurant and Pizza,Dinner,Appetizers,*Choice of Homemade Boneless or Jumbo Chicken Wings*,10.99,Active,"Activate, Deactivate, Feature, Edit",0,,"10pc:10.99, 25pc:24.99","Hot, Mild, BBQ, Garlic Parmesian","Homemade Boneless, Jumbo Chicken Wings",,,
Baked Chicken Penne,Gondolier Italian Restaurant and Pizza,Dinner,Baked Dishes,"Penne noodles topped with grilled chicken, marinara and baked cheese. *Choice of House Salad, Caesar Salad, or Soup*",11.79,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
Baked Spaghetti Gondolier,Gondolier Italian Restaurant and Pizza,Dinner,Baked Dishes,"Sautéed bell peppers, mushrooms over spaghetti, topped with mozzarella cheese and pepperoni and baked to perfection. *Choice of House Salad, Caesar Salad, or Soup*",11.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
Chicken Parmigiana,Gondolier Italian Restaurant and Pizza,Dinner,Baked Dishes,"Tender chicken, hand breaded, gently fried, covered in marinara sauce and topped with melted mozzarella cheese. *Choice of House Salad, Caesar Salad, or Soup*",11.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
Eggplant Parmigiana,Gondolier Italian Restaurant and Pizza,Dinner,Baked Dishes,"Tasty eggplant fried, baked with mozzarella cheese, served with spaghetti marinara.  *Choice of House Salad, Caesar Salad, or Soup*",11.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
Lasagna,Gondolier Italian Restaurant and Pizza,Dinner,Baked Dishes,"Layer after layer of sautéed ground beef, parmesan, ricotta and mozzarella cheeses baked to perfection. *Choice of House Salad, Caesar Salad, or Soup*",12.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
Manicotti,Gondolier Italian Restaurant and Pizza,Dinner,Baked Dishes,"Homemade noodles stuffed with assorted cheeses, lightly seasoned, topped with marinara and baked with mozzarella cheese. *Choice of House Salad, Caesar Salad, or Soup*",12.99,Active,"Activate, Deactivate, Feature, Edit",0,,,"House Salad, Caesar Salad, Soup",,,Greek Salad Upgrade:2,
